"user_count","repurchase_user_count","repurchase_rate","total_gmv","repurchase_user_gmv","repurchase_gmv_ratio","avg_order_count_per_user","avg_gmv_per_user"
"93358","2801","0.03","13221498.11","728408.75","0.0551","1.03","141.62"
